Communication,Group,Player,VL_PP1,VL_PP2,VL_PP3,Sigma,Alpha,Lambda,LC_1,LC_2,LC_3,LC_4,LC_5,LC_6,LC_7,LC_8,LC_9,LC_10,LC_11,LC_12,LC_13,LC_14,LC_15,HC_1,HC_2,HC_3,HC_4,HC_5,HC_6,HC_7,HC_8,HC_9,HC_10,HC_11,HC_12,HC_13,HC_14,HC_15,LO_1,LO_2,LO_3,LO_4,LO_5,LO_6,LO_7,LO_8,LO_9,LO_10,LO_11,LO_12,LO_13,LO_14,LO_15,HO_1,HO_2,HO_3,HO_4,HO_5,HO_6,HO_7,HO_8,HO_9,HO_10,HO_11,HO_12,HO_13,HO_14,HO_15,LP_1,LP_2,LP_3,LP_4,LP_5,LP_6,LP_7,LP_8,LP_9,LP_10,LP_11,LP_12,LP_13,LP_14,LP_15,HP_1,HP_2,HP_3,HP_4,HP_5,HP_6,HP_7,HP_8,HP_9,HP_10,HP_11,HP_12,HP_13,HP_14,HP_15,RA,LA,ST_P1,ST_P2,ST_P3,ST_P4,GT_I1,GT_I2,GT_I3,GT_I4,GT_I5,GT_I6,GT_I7,GT_I8,GT_I9,Strategy
No Communication,12,3,5,5,7,0.9,0.7,24.765,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,-5,10,-15,-15,10,-15,-15,-15,-5,20,20,20,20,20,-5,-5,10,10,10,-15,-5,20,-15,10,20,20,20,20,-5,-5,2,3,5,3,2,NA,2,4,3,2,3,3,4,4,3,6
No Communication,12,4,13,13,5,0.15,0.7,11.671,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,-5,20,-15,-15,20,-5,-5,-5,-5,10,10,20,10,20,-5,-15,20,20,20,-5,-5,10,-5,20,20,20,20,20,-5,-5,2,3,2,3,NA,5,4,4,4,4,4,4,2,4,2,5
Communication,13,1,12,15,6,0.1,0.55,14.087,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,20,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,6,1,4,5,NA,2,3,4,3,4,4,3,4,3,4
Communication,13,2,11,15,2,0.1,0.45,2.928,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,2,5,NA,3,5,5,4,4,4,4,5,3,3,4,3
Communication,13,3,7,14,5,0.35,0.35,9.156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,NA,5,3,5,4,4,4,4,4,4,3,4,5,6
Communication,13,4,15,15,8,0.05,0.6,26.187,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,10,10,10,10,10,10,10,10,10,10,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,5,5,NA,5,5,5,5,5,5,5,5,5,5,4
Communication,14,1,5,15,2,0.35,0.2,2.798,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,20,-5,-5,20,10,10,10,10,10,10,10,20,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,7,5,NA,5,5,5,5,5,5,5,5,1,5,5,4
Communication,14,2,6,13,8,0.45,0.35,20.968,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,20,-5,-5,20,10,10,10,10,10,10,10,10,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,5,5,1,NA,4,4,4,3,4,4,4,3,4,5,3
Communication,14,3,9,1,3,0.9,1.1,5.328,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,20,-5,-5,20,10,10,10,10,10,10,10,10,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,4,5,4,5,NA,5,5,5,5,4,5,3,3,4,4
Communication,14,4,9,12,2,0.35,0.55,3.208,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,20,-5,-5,20,10,10,10,10,10,10,10,10,20,20,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,3,NA,4,3,4,4,4,4,4,4,4,3,3,4,4
Communication,15,1,8,15,3,0.25,0.35,4.197,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,-5,10,20,-5,10,10,10,10,10,10,10,10,10,10,20,20,-15,20,20,10,10,10,10,10,10,10,10,10,10,2,2,5,5,NA,5,4,4,4,4,4,4,2,2,3,4
Communication,15,2,5,14,5,0.4,0.25,8.643,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,-5,20,20,-5,10,10,10,10,10,10,10,10,10,10,20,10,-5,20,20,10,10,10,10,10,10,10,10,10,10,2,2,NA,5,5,5,4,3,4,2,5,5,3,1,4,4
Communication,15,3,12,13,5,0.15,0.65,11.425,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,-5,10,10,-15,10,10,10,10,10,10,10,10,10,10,10,10,-15,10,10,10,10,10,10,10,10,10,10,10,10,2,6,4,NA,5,5,4,4,3,4,5,5,2,4,4,5
Communication,15,4,1,1,1,1.5,0.6,1.121,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,-5,20,20,-5,10,10,10,10,10,10,10,10,10,10,10,20,-5,10,10,10,10,10,10,10,10,10,10,10,10,2,5,4,5,5,NA,4,4,4,4,5,5,5,3,4,4
Communication,16,1,15,4,4,0.4,1.25,7.588,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,10,20,20,-5,10,20,20,20,10,20,20,20,10,20,20,-5,10,20,10,20,20,-15,-5,10,-5,-5,-15,20,-15,-5,0,6,5,5,1,NA,4,4,4,4,4,4,5,4,4,3
Communication,16,2,8,10,6,0.5,0.6,12.334,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,20,10,20,-5,20,10,20,20,20,10,20,20,20,10,20,-5,10,20,10,20,20,-15,-5,10,-5,-5,-15,20,-15,-5,2,3,5,NA,2,5,4,4,3,4,4,4,3,3,3,3
Communication,16,3,5,8,5,0.75,0.55,8.98,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,20,20,20,-15,20,20,20,10,20,20,20,10,20,20,20,-15,20,10,20,10,10,-5,-15,10,-5,-15,-5,10,-15,-15,1,6,3,4,NA,4,3,2,3,3,3,4,5,4,3,3
Communication,16,4,6,9,5,0.65,0.55,9.102,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,20,20,10,-5,20,20,10,20,20,20,10,20,20,20,10,-15,20,10,20,10,10,-5,-15,20,-15,-15,-5,10,-5,-5,1,4,NA,5,3,5,4,2,3,4,4,5,3,4,4,3
Communication,17,1,13,15,6,0.05,0.55,14.508,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-15,10,20,-5,10,10,10,20,10,20,10,-5,10,-15,20,10,10,10,10,-5,10,10,10,10,10,10,-15,-15,20,10,2,4,2,NA,4,3,3,3,4,3,4,4,3,4,3,6
Communication,17,2,7,10,5,0.55,0.55,9.293,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-5,10,10,-5,20,20,20,20,20,20,20,-5,20,-5,20,10,10,10,10,-15,10,10,10,10,10,10,-5,-5,20,20,2,5,NA,3,3,3,2,2,2,2,2,3,5,5,5,1
Communication,17,3,3,15,6,0.4,0.1,10.417,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-15,20,10,-15,20,20,10,20,10,20,10,-15,20,-5,20,10,10,10,10,-15,10,10,10,10,10,10,-15,-15,10,10,2,4,1,1,1,NA,4,2,4,2,5,4,4,4,5,5
Communication,17,4,7,15,5,0.3,0.3,9.177,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,-15,10,20,-5,20,20,20,20,20,20,20,-5,20,-5,20,10,10,20,10,-15,10,10,10,10,20,10,-15,-5,20,20,2,2,4,4,NA,5,3,4,4,3,4,4,5,4,5,2
Communication,18,1,15,13,7,0.1,0.8,27.875,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,10,10,10,10,10,20,10,-15,10,20,-5,10,10,10,10,10,10,10,10,10,20,-15,10,10,-15,20,10,10,10,2,7,NA,4,5,4,4,4,4,4,5,5,4,4,5,3
Communication,18,2,7,15,2,0.3,0.3,2.874,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,10,10,10,10,20,10,10,-15,20,20,-15,10,10,10,10,10,10,10,10,20,10,-15,10,10,-5,10,10,10,10,0,6,5,NA,5,4,4,4,4,4,4,4,4,4,4,3
Communication,18,3,11,15,8,0.1,0.45,24.061,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,10,10,10,10,10,10,10,-5,10,10,-15,20,10,10,10,10,10,10,10,10,10,-15,10,20,-15,10,10,20,10,0,4,5,4,NA,4,3,3,3,3,4,4,4,4,4,3
Communication,18,4,7,15,4,0.3,0.3,5.064,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10,10,10,10,10,10,10,20,-15,10,10,-5,10,10,10,10,10,10,10,10,10,10,-5,10,10,-15,10,20,10,10,0,6,5,3,5,NA,4,3,4,4,5,5,4,3,4,3
Communication,19,1,2,4,5,1.15,0.6,9.246,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,-5,10,20,10,20,10,-15,10,20,10,20,10,10,10,10,20,10,-15,10,10,10,10,10,10,10,10,10,10,2,3,1,1,NA,1,4,3,4,3,5,4,5,2,2,5
Communication,19,2,9,15,2,0.2,0.4,2.927,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,-15,10,20,10,20,20,-5,20,10,20,20,20,20,10,10,10,20,-5,10,10,20,20,10,10,10,10,10,10,2,7,NA,5,3,4,4,3,4,3,3,3,5,5,5,3
Communication,19,3,12,15,6,0.1,0.55,14.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,20,-5,20,20,20,20,20,-5,20,20,20,20,20,20,10,20,20,20,-5,10,20,20,20,20,10,10,10,20,20,0,5,3,4,2,NA,4,4,4,4,5,4,4,4,4,2
Communication,19,4,9,15,8,0.2,0.4,22.673,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,10,-15,20,10,20,20,20,-5,20,20,20,20,20,20,20,10,20,20,-5,10,10,10,10,10,10,10,10,10,10,2,4,3,NA,5,2,3,2,3,3,3,2,2,2,4,3
Communication,20,1,4,12,5,0.55,0.3,8.414,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,-5,10,-5,10,20,20,10,-5,10,20,10,-5,-15,20,-5,10,-5,10,10,10,10,10,10,-5,10,10,-15,-15,-5,-15,0,2,5,NA,3,5,3,2,1,1,3,2,5,5,5,3
Communication,20,2,9,11,2,0.4,0.6,3.311,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,-5,10,-5,10,20,10,20,-15,20,10,10,-15,-15,20,-15,10,-15,10,10,10,10,10,10,-15,10,10,-15,-15,-15,-15,2,1,1,3,1,NA,4,4,4,4,4,4,4,4,4,5
Communication,20,3,4,15,7,0.4,1.25,31.371,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,-15,20,-15,20,10,10,20,-15,20,10,20,-5,-5,20,-5,10,-15,10,10,10,10,10,10,-15,20,20,-15,-5,-5,-5,2,3,NA,2,1,1,2,2,5,4,1,4,3,4,5,4
Communication,20,4,8,15,1,0.25,0.35,0.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,-5,20,-5,20,20,20,20,-5,20,20,20,-5,-5,20,-5,10,-15,10,10,10,10,10,10,-15,10,20,-5,-5,-5,-5,2,4,2,5,NA,2,4,4,4,4,3,4,3,3,4,3
Communication,21,1,11,15,8,0.1,0.45,24.061,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,10,-15,10,10,10,10,10,20,10,10,-5,20,-5,-5,10,10,10,10,10,10,10,10,10,10,10,10,10,-15,20,0,3,3,NA,3,3,4,4,4,4,5,4,4,4,5,5
Communication,21,2,15,15,8,0.05,0.6,26.187,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,10,-15,10,20,10,10,20,10,20,20,-5,10,-5,-15,10,10,10,10,10,10,10,10,10,10,10,20,10,-5,20,2,3,3,1,3,NA,3,3,3,3,4,4,4,4,4,4
Communication,21,3,1,15,5,0.5,1.45,14.262,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,10,-15,20,20,20,20,20,20,20,20,-5,20,-5,-5,10,10,10,10,10,10,10,10,10,10,20,10,20,-5,20,0,4,NA,4,5,4,4,4,3,4,3,4,3,4,2,3
Communication,21,4,9,12,2,0.35,0.55,3.208,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,10,-5,10,20,20,10,20,20,20,20,-5,20,-15,-5,10,10,10,10,10,10,10,10,10,10,10,20,20,-5,20,2,3,2,3,NA,2,3,4,2,4,4,5,3,4,4,2
Communication,22,1,5,15,8,0.35,0.2,20.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,20,-5,20,20,-5,20,20,20,20,20,20,-5,-5,-5,20,-15,-15,10,10,-5,10,10,10,10,-15,10,10,10,20,20,2,6,NA,5,5,4,5,5,5,5,5,5,3,3,4,3
Communication,22,2,1,4,3,1.2,0.5,4.218,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,20,-5,20,20,-5,10,10,10,10,10,20,-5,-5,-5,20,-15,-15,20,20,-5,10,10,10,10,-15,10,10,10,20,10,0,5,5,NA,5,5,4,4,4,4,5,4,2,2,2,3
Communication,22,3,1,9,1,0.9,0.3,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,20,-5,20,20,-5,20,20,20,20,20,20,-15,-5,-5,20,-5,-5,10,20,-15,20,10,10,20,-5,10,10,10,10,20,2,1,5,5,5,NA,4,3,4,4,4,4,3,4,4,5
Communication,22,4,15,15,8,0.05,0.6,26.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,20,-5,20,20,-5,20,20,20,20,20,20,-5,-5,-5,20,-15,-15,10,20,-15,10,10,10,10,-15,10,10,10,10,10,2,6,2,1,NA,3,4,4,4,4,4,4,4,4,4,1
Communication,23,1,7,15,6,0.3,0.3,11.604,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5,10,-5,10,20,-5,10,20,10,-5,20,20,-15,20,20,10,10,10,10,10,10,10,10,10,10,10,-15,20,-5,20,1,6,5,NA,5,5,4,4,5,4,4,5,2,4,5,4
Communication,23,2,13,15,3,0.05,0.55,4.93,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-15,10,-5,20,20,-5,10,20,10,-5,20,10,-15,20,10,10,10,10,10,10,10,10,10,10,10,10,-15,10,-5,20,2,5,3,3,3,NA,3,3,3,3,3,3,4,5,5,3
Communication,23,3,9,10,5,0.45,0.65,9.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5,20,-5,20,20,-5,20,20,20,-5,20,20,-5,20,20,10,10,10,10,10,10,10,10,10,10,10,-5,10,-5,20,2,5,1,1,NA,1,4,4,4,4,4,4,5,5,5,6
Communication,23,4,7,15,6,0.3,0.3,11.604,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-5,10,-5,20,20,-15,20,10,20,-15,20,20,-5,20,20,10,10,10,10,10,10,10,10,10,10,10,-15,10,-15,20,2,4,NA,5,3,4,2,4,3,2,4,5,4,3,4,1
Communication,24,1,12,4,5,0.6,1.1,11.721,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,20,20,20,20,-5,20,-5,10,-5,20,20,-5,20,10,-5,10,-5,10,10,10,10,20,10,20,10,10,20,10,20,2,5,4,5,NA,5,4,4,4,4,5,5,3,5,5,4
Communication,24,2,14,15,5,0.05,0.65,12.172,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,20,20,20,20,-15,10,-15,10,-15,20,20,-5,20,20,-15,20,-15,10,10,10,10,10,10,10,10,10,10,10,10,2,6,5,NA,5,5,1,1,2,4,3,5,5,4,5,4
Communication,24,3,10,15,3,0.15,0.45,4.53,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,20,20,20,20,-5,20,-5,20,-5,10,10,-15,10,10,-15,10,-15,10,10,10,10,10,10,10,10,10,10,10,10,2,5,NA,1,3,1,5,4,5,4,5,5,4,3,4,4
Communication,24,4,9,15,6,0.2,0.4,12.59,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-15,10,10,10,10,-5,20,-5,20,-5,20,20,-5,20,20,-15,10,-15,10,10,10,10,10,10,10,10,10,10,10,10,0,3,5,5,5,NA,4,4,4,4,4,4,2,3,5,4